Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201002:1810,0.0,0.0,0.0,0.0,15.46,5.45,0.0
20201002:1910,0.0,0.0,0.0,0.0,14.75,5.45,0.0
20201002:2010,0.0,0.0,0.0,0.0,14.43,5.24,0.0
20201002:2110,0.0,0.0,0.0,0.0,14.06,5.1,0.0
20201002:2210,0.0,0.0,0.0,0.0,13.5,4.97,0.0
20201002:2310,0.0,0.0,0.0,0.0,13.09,4.55,0.0
20201003:0010,0.0,0.0,0.0,0.0,12.8,4.41,0.0
20201003:0110,0.0,0.0,0.0,0.0,12.44,4.34,0.0
20201003:0210,0.0,0.0,0.0,0.0,12.28,4.07,0.0
20201003:0310,0.0,0.0,0.0,0.0,12.13,4.0,0.0
20201003:0410,0.0,0.0,0.0,0.0,11.88,3.66,0.0
20201003:0510,0.0,0.0,0.0,0.0,11.79,3.52,0.0
20201003:0610,6.66,34.36,1.23,7.07,11.85,3.45,0.0
20201003:0710,1.88,70.2,2.43,15.74,12.69,4.34,0.0
20201003:0810,19.68,140.18,5.01,23.41,14.03,4.69,0.0
20201003:0910,49.05,198.73,7.29,29.52,15.54,4.07,0.0
20201003:1010,317.55,267.0,12.36,33.43,17.19,3.72,0.0
20201003:1110,666.46,199.96,15.55,34.61,18.78,3.66,0.0
20201003:1210,88.61,237.71,8.99,32.87,20.11,3.45,0.0
20201003:1310,33.38,181.53,6.56,28.49,21.11,3.17,0.0
20201003:1410,0.0,87.83,3.02,22.02,21.3,3.24,0.0
20201003:1510,74.52,104.19,4.19,14.11,19.44,4.07,0.0
20201003:1610,0.0,15.35,0.53,5.31,15.7,5.79,0.0
20201003:1710,0.0,0.0,0.0,0.0,12.71,4.14,0.0
20201003:1810,0.0,0.0,0.0,0.0,11.72,3.52,0.0
20201003:1910,0.0,0.0,0.0,0.0,11.28,2.76,0.0
20201003:2010,0.0,0.0,0.0,0.0,10.73,2.41,0.0
20201003:2110,0.0,0.0,0.0,0.0,9.75,1.79,0.0
20201003:2210,0.0,0.0,0.0,0.0,8.53,1.52,0.0
20201003:2310,0.0,0.0,0.0,0.0,7.43,1.59,0.0
20201004:0010,0.0,0.0,0.0,0.0,7.82,1.1,0.0
20201004:0110,0.0,0.0,0.0,0.0,8.94,0.76,0.0
20201004:0210,0.0,0.0,0.0,0.0,6.3,1.52,0.0
20201004:0310,0.0,0.0,0.0,0.0,5.4,1.93,0.0
20201004:0410,0.0,0.0,0.0,0.0,5.36,2.07,0.0
20201004:0510,0.0,0.0,0.0,0.0,5.87,2.28,0.0
20201004:0610,13.85,37.5,1.38,6.81,7.93,3.03,0.0
20201004:0710,319.41,90.69,6.77,15.46,10.36,4.69,0.0
20201004:0810,485.36,132.8,10.6,23.11,12.08,4.97,0.0
20201004:0910,428.11,220.69,12.24,29.19,13.33,7.38,0.0
20201004:1010,0.0,84.42,2.9,33.07,13.8,7.38,0.0
20201004:1110,45.4,227.04,8.23,34.23,14.05,6.83,0.0
20201004:1210,0.0,126.21,4.33,32.48,14.11,6.21,0.0
20201004:1310,24.85,175.51,6.27,28.1,14.24,5.66,0.0
20201004:1410,337.58,161.07,9.11,21.65,14.19,4.76,0.0
20201004:1510,228.28,97.41,5.59,13.75,14.08,4.07,0.0
20201004:1610,64.34,28.65,1.52,4.95,13.55,2.97,0.0
20201004:1710,0.0,0.0,0.0,0.0,12.22,2.21,0.0
20201004:1810,0.0,0.0,0.0,0.0,11.03,2.28,0.0
20201004:1910,0.0,0.0,0.0,0.0,10.29,2.62,0.0
20201004:2010,0.0,0.0,0.0,0.0,10.12,2.62,0.0
20201004:2110,0.0,0.0,0.0,0.0,9.71,2.69,0.0
20201004:2210,0.0,0.0,0.0,0.0,9.45,2.48,0.0
20201004:2310,0.0,0.0,0.0,0.0,8.74,2.07,0.0
20201005:0010,0.0,0.0,0.0,0.0,7.81,1.86,0.0
20201005:0110,0.0,0.0,0.0,0.0,8.18,1.45,0.0
20201005:0210,0.0,0.0,0.0,0.0,8.48,1.24,0.0
20201005:0310,0.0,0.0,0.0,0.0,8.7,1.03,0.0
20201005:0410,0.0,0.0,0.0,0.0,7.65,1.31,0.0
20201005:0510,0.0,0.0,0.0,0.0,8.89,0.69,0.0
20201005:0610,2.4,27.65,0.97,6.55,8.86,0.48,0.0
20201005:0710,44.79,105.89,3.98,15.18,9.73,0.83,0.0
20201005:0810,67.84,167.62,6.33,22.8,11.86,1.17,0.0
20201005:0910,586.04,177.56,13.33,28.85,12.77,2.21,0.0
20201005:1010,607.61,217.15,14.76,32.7,13.69,3.38,0.0
20201005:1110,463.2,266.24,14.03,33.84,14.6,4.14,0.0
20201005:1210,132.69,252.12,9.81,32.09,15.15,4.62,0.0
20201005:1310,19.73,169.32,6.0,27.71,15.3,4.83,0.0
20201005:1410,0.0,25.58,0.88,21.27,14.76,4.9,0.0
20201005:1510,0.0,40.08,1.38,13.39,13.92,4.14,0.0
20201005:1610,19.2,25.69,1.03,4.6,13.1,3.86,0.0
20201005:1710,0.0,0.0,0.0,0.0,12.08,3.86,0.0
20201005:1810,0.0,0.0,0.0,0.0,11.36,3.86,0.0
20201005:1910,0.0,0.0,0.0,0.0,11.42,3.86,0.0
20201005:2010,0.0,0.0,0.0,0.0,10.78,4.0,0.0
20201005:2110,0.0,0.0,0.0,0.0,10.64,4.0,0.0
20201005:2210,0.0,0.0,0.0,0.0,10.4,3.66,0.0
20201005:2310,0.0,0.0,0.0,0.0,10.04,3.66,0.0
20201006:0010,0.0,0.0,0.0,0.0,9.91,3.79,0.0
20201006:0110,0.0,0.0,0.0,0.0,10.06,4.0,0.0
20201006:0210,0.0,0.0,0.0,0.0,10.17,4.14,0.0
20201006:0310,0.0,0.0,0.0,0.0,10.28,4.41,0.0
20201006:0410,0.0,0.0,0.0,0.0,10.4,4.41,0.0
20201006:0510,0.0,0.0,0.0,0.0,10.24,4.48,0.0
20201006:0610,0.0,22.17,0.76,6.28,9.87,3.31,0.0
20201006:0710,1.98,68.53,2.37,14.9,10.59,4.28,0.0
20201006:0810,148.51,180.73,7.44,22.49,11.13,4.9,0.0
20201006:0910,209.34,234.11,9.87,28.51,11.22,5.17,0.0
20201006:1010,33.86,206.52,7.41,32.33,11.39,4.9,0.0
20201006:1110,0.0,94.65,3.25,33.45,12.94,7.31,0.0
20201006:1210,7.14,168.39,5.86,31.7,13.14,6.28,0.0
20201006:1310,0.0,94.65,3.25,27.33,12.62,4.9,0.0
20201006:1410,0.0,62.25,2.14,20.9,12.27,4.9,0.0
20201006:1510,16.3,78.24,2.81,13.03,11.45,5.03,0.0
20201006:1610,0.0,9.38,0.32,4.25,11.4,5.1,0.0
20201006:1710,0.0,0.0,0.0,0.0,11.32,4.48,0.0
20201006:1810,0.0,0.0,0.0,0.0,11.11,4.41,0.0
20201006:1910,0.0,0.0,0.0,0.0,10.72,3.93,0.0
20201006:2010,0.0,0.0,0.0,0.0,10.4,4.07,0.0
20201006:2110,0.0,0.0,0.0,0.0,10.38,3.93,0.0
20201006:2210,0.0,0.0,0.0,0.0,10.31,3.86,0.0
20201006:2310,0.0,0.0,0.0,0.0,10.36,3.86,0.0
20201007:0010,0.0,0.0,0.0,0.0,10.1,3.79,0.0
20201007:0110,0.0,0.0,0.0,0.0,10.09,3.93,0.0
20201007:0210,0.0,0.0,0.0,0.0,9.79,3.86,0.0
20201007:0310,0.0,0.0,0.0,0.0,9.65,3.86,0.0
20201007:0410,0.0,0.0,0.0,0.0,9.54,3.72,0.0
20201007:0510,0.0,0.0,0.0,0.0,9.52,3.72,0.0
20201007:0610,23.57,37.13,1.38,6.02,9.49,3.72,0.0
20201007:0710,30.31,95.86,3.51,14.62,10.46,4.21,0.0
20201007:0810,30.08,144.39,5.21,22.19,11.23,3.86,0.0
20201007:0910,136.73,223.81,8.82,28.17,11.85,4.34,0.0
20201007:1010,5.4,163.79,5.68,31.97,12.13,4.41,0.0
20201007:1110,224.06,272.87,11.31,33.07,11.97,4.76,0.0
20201007:1210,72.09,225.01,8.35,31.3,12.8,4.62,0.0
20201007:1310,0.0,72.48,2.49,26.94,12.64,4.55,0.0
20201007:1410,277.64,163.81,8.17,20.53,12.64,4.21,0.0
20201007:1510,0.0,16.2,0.56,12.67,12.33,4.55,0.0
20201007:1610,0.0,9.38,0.32,3.9,11.52,4.21,0.0
20201007:1710,0.0,0.0,0.0,0.0,10.87,3.79,0.0
20201007:1810,0.0,0.0,0.0,0.0,10.69,3.93,0.0
20201007:1910,0.0,0.0,0.0,0.0,10.26,3.79,0.0
20201007:2010,0.0,0.0,0.0,0.0,10.23,3.79,0.0
20201007:2110,0.0,0.0,0.0,0.0,9.95,3.79,0.0
20201007:2210,0.0,0.0,0.0,0.0,9.71,3.72,0.0
20201007:2310,0.0,0.0,0.0,0.0,9.51,3.59,0.0
20201008:0010,0.0,0.0,0.0,0.0,9.3,3.38,0.0
20201008:0110,0.0,0.0,0.0,0.0,8.83,3.24,0.0
20201008:0210,0.0,0.0,0.0,0.0,8.76,3.31,0.0
20201008:0310,0.0,0.0,0.0,0.0,8.38,3.17,0.0
20201008:0410,0.0,0.0,0.0,0.0,8.02,2.97,0.0
20201008:0510,0.0,0.0,0.0,0.0,8.04,2.97,0.0
20201008:0610,13.71,29.74,1.08,5.75,8.24,2.83,0.0
20201008:0710,0.0,57.99,1.99,14.33,8.68,3.03,0.0
20201008:0810,0.0,61.4,2.11,21.88,9.73,3.79,0.0
20201008:0910,0.0,92.95,3.19,27.84,10.73,5.38,0.0
20201008:1010,0.0,90.39,3.1,31.6,11.84,6.28,0.0
20201008:1110,0.0,91.24,3.13,32.68,11.88,5.1,0.0
20201008:1210,0.0,45.2,1.55,30.92,11.97,5.38,0.0
20201008:1310,5.56,135.68,4.72,26.56,12.53,5.93,0.0
20201008:1410,1.93,90.68,3.13,20.16,13.15,6.21,0.0
20201008:1510,17.07,72.4,2.61,12.32,13.35,5.72,0.0
20201008:1610,0.0,4.26,0.15,3.56,13.72,5.59,0.0
20201008:1710,0.0,0.0,0.0,0.0,13.84,5.72,0.0
20201008:1810,0.0,0.0,0.0,0.0,13.89,5.86,0.0
20201008:1910,0.0,0.0,0.0,0.0,13.64,5.52,0.0
20201008:2010,0.0,0.0,0.0,0.0,13.53,5.59,0.0
20201008:2110,0.0,0.0,0.0,0.0,13.59,5.86,0.0
20201008:2210,0.0,0.0,0.0,0.0,13.76,5.93,0.0
20201008:2310,0.0,0.0,0.0,0.0,13.83,5.31,0.0
20201009:0010,0.0,0.0,0.0,0.0,13.64,4.97,0.0
20201009:0110,0.0,0.0,0.0,0.0,13.44,4.34,0.0
20201009:0210,0.0,0.0,0.0,0.0,13.13,3.72,0.0
20201009:0310,0.0,0.0,0.0,0.0,12.41,3.17,0.0
20201009:0410,0.0,0.0,0.0,0.0,11.59,2.76,0.0
20201009:0510,0.0,0.0,0.0,0.0,10.89,2.21,0.0
20201009:0610,37.38,32.93,1.35,5.49,10.14,1.59,0.0
20201009:0710,0.0,24.73,0.85,14.05,10.44,1.17,0.0
20201009:0810,0.0,35.82,1.23,21.57,11.08,0.9,0.0
20201009:0910,0.0,98.07,3.37,27.5,11.25,0.62,0.0
20201009:1010,1.83,145.25,5.01,31.24,11.45,0.76,0.0
20201009:1110,0.0,103.18,3.54,32.3,11.63,0.9,0.0
20201009:1210,0.0,92.95,3.19,30.53,11.78,1.03,0.0
20201009:1310,0.0,95.51,3.28,26.18,11.77,1.1,0.0
20201009:1410,0.0,34.96,1.2,19.8,11.78,1.24,0.0
20201009:1510,0.0,48.61,1.67,11.96,11.75,1.1,0.0
20201009:1610,0.0,1.71,0.06,3.21,11.62,0.9,0.0
20201009:1710,0.0,0.0,0.0,0.0,11.34,0.69,0.0
20201009:1810,0.0,0.0,0.0,0.0,11.37,1.1,0.0
20201009:1910,0.0,0.0,0.0,0.0,11.44,1.31,0.0
20201009:2010,0.0,0.0,0.0,0.0,11.38,1.72,0.0
20201009:2110,0.0,0.0,0.0,0.0,11.11,1.86,0.0
20201009:2210,0.0,0.0,0.0,0.0,10.78,1.86,0.0
20201009:2310,0.0,0.0,0.0,0.0,10.27,1.93,0.0
20201010:0010,0.0,0.0,0.0,0.0,9.71,1.93,0.0
20201010:0110,0.0,0.0,0.0,0.0,9.32,1.86,0.0
20201010:0210,0.0,0.0,0.0,0.0,9.39,1.93,0.0
20201010:0310,0.0,0.0,0.0,0.0,9.33,2.28,0.0
20201010:0410,0.0,0.0,0.0,0.0,9.37,2.97,0.0
20201010:0510,0.0,0.0,0.0,0.0,9.14,3.45,0.0
20201010:0610,6.04,23.67,0.85,5.22,8.69,3.38,0.0
20201010:0710,87.8,108.33,4.25,13.77,8.73,3.38,0.0
20201010:0810,54.71,153.88,5.68,21.26,9.25,3.93,0.0
20201010:0910,204.95,231.86,9.55,27.16,9.84,4.41,0.0
20201010:1010,75.8,228.1,8.44,30.87,10.54,4.55,0.0
20201010:1110,353.55,275.67,12.54,31.92,10.97,4.69,0.0
20201010:1210,165.04,250.46,9.87,30.14,11.46,4.9,0.0
20201010:1310,447.0,203.19,11.36,25.81,11.67,5.03,0.0
20201010:1410,216.48,167.67,7.38,19.43,11.83,5.1,0.0
20201010:1510,42.57,82.84,3.08,11.61,11.52,4.41,0.0
20201010:1610,29.3,14.5,0.64,2.87,10.68,3.31,0.0
20201010:1710,0.0,0.0,0.0,0.0,9.44,2.69,0.0
20201010:1810,0.0,0.0,0.0,0.0,8.47,2.48,0.0
20201010:1910,0.0,0.0,0.0,0.0,8.06,2.76,0.0
20201010:2010,0.0,0.0,0.0,0.0,7.37,2.28,0.0
20201010:2110,0.0,0.0,0.0,0.0,6.57,2.07,0.0
20201010:2210,0.0,0.0,0.0,0.0,5.84,2.14,0.0
20201010:2310,0.0,0.0,0.0,0.0,5.46,2.28,0.0
20201011:0010,0.0,0.0,0.0,0.0,5.17,2.34,0.0
20201011:0110,0.0,0.0,0.0,0.0,5.41,2.34,0.0
20201011:0210,0.0,0.0,0.0,0.0,5.58,2.41,0.0
20201011:0310,0.0,0.0,0.0,0.0,6.3,2.62,0.0
20201011:0410,0.0,0.0,0.0,0.0,6.49,2.69,0.0
20201011:0510,0.0,0.0,0.0,0.0,6.58,2.76,0.0
20201011:0610,0.0,16.2,0.56,4.95,6.44,2.83,0.0
20201011:0710,19.66,84.26,3.02,13.48,6.92,3.03,0.0
20201011:0810,403.87,157.73,9.28,20.95,7.82,3.66,0.0
20201011:0910,245.11,231.79,9.87,26.82,8.73,3.66,0.0
20201011:1010,0.0,104.03,3.57,30.51,9.61,3.79,0.0
20201011:1110,24.16,195.98,6.94,31.54,10.41,3.66,0.0
20201011:1210,0.0,0.0,0.0,0.0,10.92,3.52,0.0
20201011:1310,136.0,209.4,8.17,25.43,11.23,3.45,0.0
20201011:1410,50.4,137.6,5.07,19.07,11.3,3.38,0.0
20201011:1510,87.34,90.3,3.54,11.27,11.17,2.9,0.0
20201011:1610,4.7,10.46,0.38,2.53,10.53,2.41,0.0
20201011:1710,0.0,0.0,0.0,0.0,9.34,2.14,0.0
20201011:1810,0.0,0.0,0.0,0.0,8.99,2.14,0.0
20201011:1910,0.0,0.0,0.0,0.0,7.4,2.21,0.0
20201011:2010,0.0,0.0,0.0,0.0,6.76,2.07,0.0
20201011:2110,0.0,0.0,0.0,0.0,6.02,2.07,0.0
20201011:2210,0.0,0.0,0.0,0.0,5.48,2.21,0.0
20201011:2310,0.0,0.0,0.0,0.0,5.27,2.14,0.0
20201012:0010,0.0,0.0,0.0,0.0,5.1,2.14,0.0
20201012:0110,0.0,0.0,0.0,0.0,5.47,2.14,0.0
20201012:0210,0.0,0.0,0.0,0.0,5.82,2.14,0.0
20201012:0310,0.0,0.0,0.0,0.0,6.75,2.21,0.0
20201012:0410,0.0,0.0,0.0,0.0,7.12,2.14,0.0
20201012:0510,0.0,0.0,0.0,0.0,7.44,2.28,0.0
20201012:0610,0.0,13.64,0.47,4.69,7.58,2.34,0.0
20201012:0710,104.79,105.84,4.22,13.2,7.88,2.14,0.0
20201012:0810,166.52,174.98,7.15,20.64,8.42,2.76,0.0
20201012:0910,303.41,227.86,10.28,26.49,9.27,3.17,0.0
20201012:1010,634.9,202.67,14.0,30.15,10.1,3.38,0.0
20201012:1110,497.01,250.36,13.39,31.16,10.79,3.59,0.0
20201012:1210,550.22,219.01,13.18,29.38,11.17,3.72,0.0
20201012:1310,525.06,175.36,11.51,25.06,11.45,3.72,0.0
20201012:1410,390.95,136.01,8.35,18.71,11.41,3.31,0.0
20201012:1510,68.43,84.63,3.22,10.92,11.2,2.69,0.0
20201012:1610,0.0,0.0,0.0,0.0,10.38,1.72,0.0
20201012:1710,0.0,0.0,0.0,0.0,9.28,1.45,0.0
20201012:1810,0.0,0.0,0.0,0.0,7.88,1.38,0.0
20201012:1910,0.0,0.0,0.0,0.0,7.05,1.45,0.0
20201012:2010,0.0,0.0,0.0,0.0,6.26,1.45,0.0
20201012:2110,0.0,0.0,0.0,0.0,5.57,1.52,0.0
20201012:2210,0.0,0.0,0.0,0.0,5.18,1.38,0.0
20201012:2310,0.0,0.0,0.0,0.0,4.81,1.31,0.0
20201013:0010,0.0,0.0,0.0,0.0,4.46,1.38,0.0
20201013:0110,0.0,0.0,0.0,0.0,3.88,1.59,0.0
20201013:0210,0.0,0.0,0.0,0.0,3.6,1.38,0.0
20201013:0310,0.0,0.0,0.0,0.0,4.83,0.76,0.0
20201013:0410,0.0,0.0,0.0,0.0,4.46,0.21,0.0
20201013:0510,0.0,0.0,0.0,0.0,3.81,0.41,0.0
20201013:0610,0.0,11.94,0.41,4.42,3.25,0.48,0.0
20201013:0710,13.66,74.33,2.64,12.91,4.66,0.28,0.0
20201013:0810,20.33,126.13,4.48,20.33,6.4,0.28,0.0
20201013:0910,3.88,128.56,4.45,26.15,7.87,0.48,0.0
20201013:1010,20.92,181.62,6.41,29.78,9.34,0.83,0.0
20201013:1110,51.11,213.56,7.73,30.78,10.55,1.59,0.0
20201013:1210,0.0,111.71,3.84,29.0,10.97,2.69,0.0
20201013:1310,0.0,30.7,1.05,24.69,11.16,2.97,0.0
20201013:1410,0.0,73.34,2.52,18.35,11.0,3.03,0.0
20201013:1510,0.0,24.73,0.85,10.58,10.69,2.76,0.0
20201013:1610,0.0,0.0,0.0,0.0,9.7,2.14,0.0
20201013:1710,0.0,0.0,0.0,0.0,8.81,2.0,0.0
20201013:1810,0.0,0.0,0.0,0.0,7.94,2.0,0.0
20201013:1910,0.0,0.0,0.0,0.0,7.05,1.86,0.0
20201013:2010,0.0,0.0,0.0,0.0,6.83,2.07,0.0
20201013:2110,0.0,0.0,0.0,0.0,7.11,2.34,0.0
20201013:2210,0.0,0.0,0.0,0.0,7.11,2.48,0.0
20201013:2310,0.0,0.0,0.0,0.0,7.35,2.83,0.0
20201014:0010,0.0,0.0,0.0,0.0,7.46,3.03,0.0
20201014:0110,0.0,0.0,0.0,0.0,7.49,3.03,0.0
20201014:0210,0.0,0.0,0.0,0.0,7.38,3.17,0.0
20201014:0310,0.0,0.0,0.0,0.0,7.22,3.24,0.0
20201014:0410,0.0,0.0,0.0,0.0,7.1,3.38,0.0
20201014:0510,0.0,0.0,0.0,0.0,7.09,3.66,0.0
20201014:0610,0.0,9.38,0.32,4.15,7.05,3.79,0.0
20201014:0710,0.0,24.73,0.85,12.63,7.12,4.28,0.0
20201014:0810,0.0,41.78,1.44,20.03,7.07,4.41,0.0
20201014:0910,0.0,86.98,2.99,25.81,7.15,5.17,0.0
20201014:1010,0.0,75.89,2.61,29.42,7.39,6.14,0.0
20201014:1110,0.0,88.69,3.05,30.41,7.55,5.79,0.0
20201014:1210,0.0,68.22,2.34,28.62,7.63,5.38,0.0
20201014:1310,0.0,65.66,2.26,24.32,7.49,5.66,0.0
20201014:1410,12.67,102.21,3.6,18.0,7.4,5.17,0.0
20201014:1510,0.0,24.73,0.85,10.24,7.25,5.17,0.0
20201014:1610,0.0,0.0,0.0,0.0,7.11,5.17,0.0
20201014:1710,0.0,0.0,0.0,0.0,7.05,5.1,0.0
20201014:1810,0.0,0.0,0.0,0.0,7.05,4.97,0.0
20201014:1910,0.0,0.0,0.0,0.0,7.34,4.9,0.0
20201014:2010,0.0,0.0,0.0,0.0,7.34,4.97,0.0
20201014:2110,0.0,0.0,0.0,0.0,7.33,4.9,0.0
20201014:2210,0.0,0.0,0.0,0.0,7.3,4.69,0.0
20201014:2310,0.0,0.0,0.0,0.0,7.27,4.41,0.0
20201015:0010,0.0,0.0,0.0,0.0,7.26,4.21,0.0
20201015:0110,0.0,0.0,0.0,0.0,7.24,4.0,0.0
20201015:0210,0.0,0.0,0.0,0.0,7.25,3.72,0.0
20201015:0310,0.0,0.0,0.0,0.0,7.25,3.79,0.0
20201015:0410,0.0,0.0,0.0,0.0,7.26,3.86,0.0
20201015:0510,0.0,0.0,0.0,0.0,7.32,3.79,0.0
20201015:0610,24.33,21.1,0.82,3.89,7.41,3.66,0.0
20201015:0710,0.0,30.7,1.05,12.34,7.18,3.79,0.0
20201015:0810,6.27,100.87,3.51,19.72,7.46,4.07,0.0
20201015:0910,0.0,50.31,1.73,25.48,7.66,4.41,0.0
20201015:1010,0.0,63.1,2.17,29.07,7.78,4.41,0.0
20201015:1110,0.0,40.08,1.38,30.03,8.15,4.9,0.0
20201015:1210,0.0,56.28,1.93,28.25,8.6,5.31,0.0
20201015:1310,0.0,71.63,2.46,23.95,8.94,5.31,0.0
20201015:1410,0.0,46.9,1.61,17.65,8.75,4.41,0.0
20201015:1510,0.0,34.96,1.2,9.9,8.63,4.07,0.0
20201015:1610,0.0,0.0,0.0,0.0,8.38,4.34,0.0
20201015:1710,0.0,0.0,0.0,0.0,8.2,4.41,0.0
20201015:1810,0.0,0.0,0.0,0.0,8.14,4.28,0.0
20201015:1910,0.0,0.0,0.0,0.0,7.86,3.86,0.0
20201015:2010,0.0,0.0,0.0,0.0,7.82,3.79,0.0
20201015:2110,0.0,0.0,0.0,0.0,7.83,3.79,0.0
20201015:2210,0.0,0.0,0.0,0.0,7.83,3.72,0.0
20201015:2310,0.0,0.0,0.0,0.0,7.87,3.59,0.0
20201016:0010,0.0,0.0,0.0,0.0,7.91,3.45,0.0
20201016:0110,0.0,0.0,0.0,0.0,7.97,3.31,0.0
20201016:0210,0.0,0.0,0.0,0.0,8.0,3.24,0.0
20201016:0310,0.0,0.0,0.0,0.0,7.98,3.38,0.0
20201016:0410,0.0,0.0,0.0,0.0,7.94,3.59,0.0
20201016:0510,0.0,0.0,0.0,0.0,7.87,3.59,0.0
20201016:0610,0.0,7.67,0.26,3.62,7.8,3.45,0.0
20201016:0710,2.43,56.69,1.96,12.06,7.4,3.24,0.0
20201016:0810,42.39,133.98,4.86,19.41,7.55,3.31,0.0
20201016:0910,0.0,100.62,3.46,25.14,8.22,3.79,0.0
20201016:1010,0.0,80.16,2.75,28.71,8.4,3.59,0.0
20201016:1110,1.95,138.46,4.77,29.66,9.28,3.79,0.0
20201016:1210,0.0,119.38,4.1,27.88,9.42,3.52,0.0
20201016:1310,201.02,203.94,8.32,23.59,9.38,3.38,0.0
20201016:1410,0.0,43.49,1.49,17.3,9.21,3.24,0.0
20201016:1510,0.0,32.4,1.11,9.56,9.07,3.03,0.0
20201016:1610,0.0,0.0,0.0,0.0,8.64,2.55,0.0
20201016:1710,0.0,0.0,0.0,0.0,8.27,2.48,0.0
20201016:1810,0.0,0.0,0.0,0.0,8.09,2.48,0.0
20201016:1910,0.0,0.0,0.0,0.0,7.65,2.28,0.0
20201016:2010,0.0,0.0,0.0,0.0,7.46,2.21,0.0
20201016:2110,0.0,0.0,0.0,0.0,7.21,2.14,0.0
20201016:2210,0.0,0.0,0.0,0.0,7.1,2.0,0.0
20201016:2310,0.0,0.0,0.0,0.0,7.02,1.79,0.0
20201017:0010,0.0,0.0,0.0,0.0,6.96,1.66,0.0
20201017:0110,0.0,0.0,0.0,0.0,6.85,1.52,0.0
20201017:0210,0.0,0.0,0.0,0.0,6.59,1.52,0.0
20201017:0310,0.0,0.0,0.0,0.0,6.36,1.52,0.0
20201017:0410,0.0,0.0,0.0,0.0,6.13,1.45,0.0
20201017:0510,0.0,0.0,0.0,0.0,5.87,1.45,0.0
20201017:0610,0.0,9.38,0.32,3.35,5.49,1.52,0.0
20201017:0710,12.42,67.31,2.37,11.77,6.08,1.38,0.0
20201017:0810,0.0,83.57,2.87,19.1,6.73,1.52,0.0
20201017:0910,0.0,103.18,3.54,24.81,7.36,1.79,0.0
20201017:1010,0.0,115.12,3.95,28.35,8.04,1.72,0.0
20201017:1110,7.86,158.36,5.51,29.29,8.44,1.72,0.0
20201017:1210,0.0,71.63,2.46,27.51,8.65,2.0,0.0
20201017:1310,0.0,59.69,2.05,23.23,8.91,2.07,0.0
20201017:1410,0.0,39.23,1.35,16.96,8.93,1.86,0.0
20201017:1510,0.0,9.38,0.32,9.23,8.59,1.31,0.0
20201017:1610,0.0,0.0,0.0,0.0,8.21,1.38,0.0
20201017:1710,0.0,0.0,0.0,0.0,7.71,1.59,0.0
20201017:1810,0.0,0.0,0.0,0.0,7.43,1.66,0.0
20201017:1910,0.0,0.0,0.0,0.0,6.65,1.86,0.0
20201017:2010,0.0,0.0,0.0,0.0,6.17,2.0,0.0
20201017:2110,0.0,0.0,0.0,0.0,5.82,2.07,0.0
20201017:2210,0.0,0.0,0.0,0.0,5.36,2.14,0.0
20201017:2310,0.0,0.0,0.0,0.0,5.05,2.14,0.0
20201018:0010,0.0,0.0,0.0,0.0,4.65,2.28,0.0
20201018:0110,0.0,0.0,0.0,0.0,4.48,2.28,0.0
20201018:0210,0.0,0.0,0.0,0.0,4.43,2.34,0.0
20201018:0310,0.0,0.0,0.0,0.0,4.5,2.48,0.0
20201018:0410,0.0,0.0,0.0,0.0,4.48,2.55,0.0
20201018:0510,0.0,0.0,0.0,0.0,4.55,2.83,0.0
20201018:0610,0.0,5.12,0.18,3.08,4.67,2.97,0.0
20201018:0710,12.71,65.68,2.31,11.49,6.0,3.38,0.0
20201018:0810,4.36,96.29,3.34,18.79,6.98,4.34,0.0
20201018:0910,4.1,123.51,4.28,24.48,7.91,4.21,0.0
20201018:1010,139.79,229.99,8.79,28.0,8.78,4.28,0.0
20201018:1110,33.75,189.86,6.77,28.93,9.59,4.48,0.0
20201018:1210,0.0,63.1,2.17,27.14,10.17,4.76,0.0
20201018:1310,4.16,118.42,4.1,22.87,9.96,4.76,0.0
20201018:1410,2.25,74.55,2.58,16.61,9.73,4.21,0.0
20201018:1510,5.62,45.4,1.58,8.91,9.54,3.72,0.0
20201018:1610,0.0,0.0,0.0,0.0,9.1,3.45,0.0
20201018:1710,0.0,0.0,0.0,0.0,8.74,3.24,0.0
20201018:1810,0.0,0.0,0.0,0.0,8.44,3.03,0.0
20201018:1910,0.0,0.0,0.0,0.0,8.2,3.38,0.0
20201018:2010,0.0,0.0,0.0,0.0,8.12,3.31,0.0
20201018:2110,0.0,0.0,0.0,0.0,8.16,3.24,0.0
20201018:2210,0.0,0.0,0.0,0.0,8.17,3.1,0.0
20201018:2310,0.0,0.0,0.0,0.0,8.13,3.03,0.0
20201019:0010,0.0,0.0,0.0,0.0,8.09,2.97,0.0
20201019:0110,0.0,0.0,0.0,0.0,8.03,2.9,0.0
20201019:0210,0.0,0.0,0.0,0.0,7.92,2.83,0.0
20201019:0310,0.0,0.0,0.0,0.0,7.6,2.48,0.0
20201019:0410,0.0,0.0,0.0,0.0,7.32,2.21,0.0
20201019:0510,0.0,0.0,0.0,0.0,7.16,2.0,0.0
